"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"24.09.2021","72,5975","72,7224","73,1147","72,6002","","-0,17%"
"23.09.2021","72,7191","73,0250","73,1182","72,5600","","-0,19%"
"22.09.2021","72,8600","73,2228","73,3369","72,6000","","-0,28%"
"21.09.2021","73,0650","73,3833","73,6205","72,9365","","-0,33%"
"20.09.2021","73,3044","72,9125","73,6585","72,7559","","0,69%"
"17.09.2021","72,8000","72,4013","72,9812","72,3579","","0,84%"
"16.09.2021","72,1909","72,2875","72,7042","72,1975","","0,03%"
"15.09.2021","72,1675","72,8569","73,4154","72,2088","","-1,02%"
"14.09.2021","72,9080","72,5906","73,1190","72,4418","","0,54%"
"13.09.2021","72,5150","73,1650","73,3400","72,5655","","-0,78%"
"10.09.2021","73,0830","72,9038","73,2505","72,6601","","0,18%"
"09.09.2021","72,9500","73,2324","73,4582","72,8208","","-0,23%"
"08.09.2021","73,1175","73,2684","73,7149","73,1076","","-0,20%"
"07.09.2021","73,2640","73,0250","73,4438","72,8931","","0,43%"
"06.09.2021","72,9490","72,8000","73,1090","72,6676","","0,28%"
"03.09.2021","72,7450","72,7975","73,2166","72,5368","","-0,12%"
"02.09.2021","72,8320","73,0185","73,1160","72,6925","","-0,18%"
"01.09.2021","72,9600","73,3413","73,5951","72,7933","","-0,22%"
"31.08.2021","73,1175","73,5182","73,6175","73,1588","","-0,39%"
"30.08.2021","73,4021","73,6335","73,8284","73,2549","","-0,06%"
"27.08.2021","73,4470","74,2808","74,3785","73,4229","","-0,90%"
"26.08.2021","74,1160","73,8025","74,4800","73,6914","","0,49%"
"25.08.2021","73,7550","73,6130","74,1150","73,5267","","0,25%"
"24.08.2021","73,5675","73,9630","74,2550","73,6463","","-0,45%"
"23.08.2021","73,8977","74,2295","74,3208","73,9149","","-0,49%"
"20.08.2021","74,2650","74,2645","74,6963","74,0475","","0,43%"
"19.08.2021","73,9475","73,8025","74,4650","73,6541","","0,67%"
"18.08.2021","73,4574","73,7300","74,0380","73,3345","","-0,02%"
"17.08.2021","73,4709","73,3475","73,7163","73,1698","","0,45%"
"16.08.2021","73,1400","73,3250","73,6310","73,1675","","-0,02%"
"13.08.2021","73,1520","73,5130","73,7395","73,1590","","-0,52%"
"12.08.2021","73,5320","73,4250","73,7425","73,2448","","0,20%"
"11.08.2021","73,3880","73,8757","74,1999","73,3387","","-0,65%"
"10.08.2021","73,8670","73,6567","74,1050","73,4890","","0,36%"
"09.08.2021","73,6030","73,4795","73,7493","73,3233","","0,15%"
"06.08.2021","73,4950","73,1292","73,6755","72,9895","","0,60%"
"05.08.2021","73,0536","73,1202","73,5010","72,9417","","-0,02%"
"04.08.2021","73,0660","73,2295","73,4295","72,6697","","0,19%"
"03.08.2021","72,9288","72,9950","73,2810","72,7820","","0,14%"
"02.08.2021","72,8250","73,1500","73,3910","72,6800","","-0,34%"
"30.07.2021","73,0725","73,3015","73,4698","72,7800","","-0,01%"
"29.07.2021","73,0825","73,5350","73,6105","73,0100","","-0,40%"
"28.07.2021","73,3750","73,7410","73,9315","73,3845","","-0,44%"
"27.07.2021","73,7010","73,6343","73,9975","73,4967","","0,16%"
"26.07.2021","73,5825","73,7500","74,3150","73,5567","","-0,17%"
"23.07.2021","73,7110","73,7000","73,8974","73,4924","","0,21%"
"22.07.2021","73,5560","73,9585","74,1319","73,5818","","-0,43%"
"21.07.2021","73,8700","74,5250","74,6673","73,8915","","-0,50%"
"20.07.2021","74,2430","74,8220","74,8860","74,2670","","-0,46%"
"19.07.2021","74,5860","74,2745","74,8610","74,0550","","0,80%"
"16.07.2021","73,9920","74,4105","74,4615","73,9521","","-0,30%"
"15.07.2021","74,2183","74,0912","74,5146","73,9243","","0,24%"
"14.07.2021","74,0410","74,3360","74,5930","73,9390","","-0,36%"
"13.07.2021","74,3080","74,3637","74,4848","73,8885","","-0,05%"
"12.07.2021","74,3437","74,3413","74,8232","74,1831","","0,03%"
"09.07.2021","74,3194","74,8025","74,8948","74,1713","","-0,35%"
"08.07.2021","74,5800","74,7125","75,3775","74,5290","","0,11%"
"07.07.2021","74,4950","74,6250","74,9545","73,9400","","0,22%"
"06.07.2021","74,3350","73,4059","74,8260","73,1450","","1,39%"
"05.07.2021","73,3190","73,1500","73,7465","73,1219","","0,31%"
"02.07.2021","73,0900","73,4490","73,8290","73,1040","","-0,28%"
"01.07.2021","73,2969","73,0900","73,6029","72,7863","","0,44%"
"30.06.2021","72,9750","72,7559","73,2878","72,6053","","0,37%"
"29.06.2021","72,7060","72,2070","72,9263","72,0513","","0,83%"
"28.06.2021","72,1040","72,2131","72,4588","72,0518","","0,02%"
"25.06.2021","72,0870","72,2845","72,5759","72,0325","","-0,09%"
"24.06.2021","72,1525","72,6315","72,7883","72,1208","","-0,39%"
"23.06.2021","72,4370","72,8935","73,1836","72,3350","","-0,46%"
"22.06.2021","72,7700","73,1159","73,3748","72,7911","","-0,32%"
"21.06.2021","73,0020","72,8923","73,3823","72,7405","","0,43%"
"18.06.2021","72,6880","72,2062","72,9287","72,0758","","0,60%"
"17.06.2021","72,2510","72,6600","72,7544","72,0861","","-0,48%"
"16.06.2021","72,6024","72,2525","72,7515","71,6223","","0,59%"
"15.06.2021","72,1750","72,0230","72,3756","71,7285","","0,28%"
"14.06.2021","71,9740","72,0984","72,3988","71,9611","","0,24%"
"11.06.2021","71,8030","71,8238","72,3217","71,5301","","0,10%"
"10.06.2021","71,7300","72,5425","72,5940","71,6750","","-0,73%"
"09.06.2021","72,2590","72,2776","72,4586","71,9880","","0,07%"
"08.06.2021","72,2108","72,8697","73,0897","72,2410","","-0,71%"
"07.06.2021","72,7283","72,9985","73,2731","72,7088","","-0,02%"
"04.06.2021","72,7400","73,2362","73,4252","72,7471","","-0,27%"
"03.06.2021","72,9396","73,1362","73,4273","72,9521","","-0,15%"
"02.06.2021","73,0520","73,6690","73,9192","73,0750","","-0,53%"
"01.06.2021","73,4400","73,4380","73,7973","73,1099","","0,26%"
"31.05.2021","73,2500","73,1500","73,5325","73,0435","","0,34%"
"28.05.2021","73,0030","73,4500","73,7805","73,0825","","-0,44%"
"27.05.2021","73,3220","73,5865","73,7649","73,2956","","-0,16%"
"26.05.2021","73,4390","73,5056","73,8665","73,2226","","-0,01%"
"25.05.2021","73,4496","73,5838","73,6918","73,1987","","0,06%"
"24.05.2021","73,4020","73,6500","73,9070","73,4021","","-0,14%"
"21.05.2021","73,5030","73,5700","73,7883","73,2877","","0,07%"
"20.05.2021","73,4500","73,7777","74,1288","73,4162","","-0,34%"
"19.05.2021","73,6973","73,6512","73,9462","73,4590","","0,20%"
"18.05.2021","73,5520","73,8970","74,1518","73,5430","","-0,29%"
"17.05.2021","73,7680","74,0030","74,1986","73,7120","","-0,11%"
"14.05.2021","73,8520","74,0860","74,1735","73,7210","","-0,17%"
"13.05.2021","73,9800","74,6500","74,8135","73,8095","","-0,67%"
"12.05.2021","74,4800","74,2015","74,8113","73,9159","","0,72%"
"11.05.2021","73,9500","74,3050","74,5772","73,8212","","-0,38%"
"10.05.2021","74,2325","73,6840","74,4130","73,4775","","0,91%"
"07.05.2021","73,5600","74,2662","74,4259","73,5170","","-0,83%"
"06.05.2021","74,1740","74,8021","75,0055","74,1733","","-0,71%"
"05.05.2021","74,7020","74,7898","75,0950","74,4844","","0,20%"
"04.05.2021","74,5550","74,9847","75,3710","74,6320","","-0,40%"
"03.05.2021","74,8520","75,2990","75,8875","74,7860","","-0,41%"
"30.04.2021","75,1600","74,8415","75,2664","74,4337","","0,92%"
"29.04.2021","74,4725","74,4500","74,8221","74,1834","","0,20%"
"28.04.2021","74,3246","75,0022","75,1671","74,3357","","-0,75%"
"27.04.2021","74,8870","75,0202","75,3478","74,7554","","-0,08%"
"26.04.2021","74,9500","74,9500","75,4024","74,6295","","0,32%"
"23.04.2021","74,7080","75,4330","75,6408","74,6610","","-0,67%"
"22.04.2021","75,2150","76,6000","76,8291","75,2240","","-1,62%"
"21.04.2021","76,4550","76,9365","77,3829","76,3325","","-0,40%"
"20.04.2021","76,7640","76,3530","77,1182","75,9313","","0,65%"
"19.04.2021","76,2710","75,8950","76,5010","75,7759","","0,62%"
"16.04.2021","75,8025","76,4579","76,7404","75,3220","","-0,66%"
"15.04.2021","76,3080","75,8900","77,5640","75,7270","","0,90%"
"14.04.2021","75,6280","75,9987","76,1426","75,4250","","-0,36%"
"13.04.2021","75,9000","77,3598","77,6385","75,7938","","-1,75%"
"12.04.2021","77,2520","77,4784","77,8020","77,0728","","-0,13%"
"09.04.2021","77,3500","76,8350","77,5260","76,7162","","0,85%"
"08.04.2021","76,6960","76,9755","77,4718","76,6175","","-0,27%"
"07.04.2021","76,9000","77,1938","78,1128","76,8326","","-0,23%"
"06.04.2021","77,0800","76,3660","77,3964","76,1235","","0,96%"
"05.04.2021","76,3434","76,5006","76,8622","75,9919","","-0,18%"
"02.04.2021","76,4800","76,4010","76,6149","75,9225","","0,36%"
"01.04.2021","76,2050","75,6521","76,4925","75,4473","","0,81%"
"31.03.2021","75,5910","75,8481","76,2900","75,2240","","-0,17%"
"30.03.2021","75,7223","75,6010","76,2500","75,3770","","0,32%"
"29.03.2021","75,4840","75,7490","76,1538","75,4977","","-0,22%"
"26.03.2021","75,6480","76,2620","76,3851","75,5954","","-0,49%"
"25.03.2021","76,0216","76,5931","76,7657","75,7360","","-0,67%"
"24.03.2021","76,5367","76,4140","77,0461","75,7035","","0,25%"
"23.03.2021","76,3445","74,7985","76,4762","74,6608","","2,29%"
"22.03.2021","74,6320","74,7667","75,1012","74,1197","","0,76%"
"19.03.2021","74,0710","74,2703","74,5010","73,7350","","-0,11%"
"18.03.2021","74,1525","73,6600","74,5123","73,4021","","0,64%"
"17.03.2021","73,6800","72,7646","74,2397","72,7188","","1,54%"
"16.03.2021","72,5594","72,8075","73,1023","72,5338","","-0,20%"
"15.03.2021","72,7025","73,4196","73,6136","72,7535","","-0,35%"
"12.03.2021","72,9575","73,3375","73,7838","73,0956","","-0,44%"
"11.03.2021","73,2810","73,6490","73,8957","73,1622","","-0,18%"
"10.03.2021","73,4100","73,9488","74,2788","73,4986","","-0,59%"
"09.03.2021","73,8480","74,4250","74,7558","73,7329","","-0,67%"
"08.03.2021","74,3475","74,2625","74,9000","73,8352","","0,32%"
"05.03.2021","74,1100","74,6000","74,8453","74,0960","","-0,57%"
"04.03.2021","74,5327","73,9850","74,9706","73,3284","","0,80%"
"03.03.2021","73,9430","73,8000","74,1522","73,3925","","0,32%"
"02.03.2021","73,7050","74,2675","74,8077","73,5988","","-0,70%"
"01.03.2021","74,2260","74,7450","74,8290","73,8840","","0,09%"
"26.02.2021","74,1560","74,7150","75,0955","74,1328","","-0,65%"
"25.02.2021","74,6420","73,4955","74,8970","73,3093","","1,67%"
"24.02.2021","73,4190","74,1240","74,3495","73,3985","","-0,71%"
"23.02.2021","73,9420","74,2227","74,3845","73,6950","","-0,44%"
"22.02.2021","74,2696","74,1000","75,1323","73,8745","","0,30%"
"20.02.2021","74,0480","74,1455","74,2015","73,9035","","0,13%"
"19.02.2021","73,9500","73,8554","74,2650","73,7825","","0,18%"
"18.02.2021","73,8200","73,7500","74,2100","73,5047","","0,19%"
"17.02.2021","73,6790","73,6250","74,2175","73,4230","","0,15%"
"16.02.2021","73,5720","73,3325","74,0035","73,1380","","0,44%"
"15.02.2021","73,2479","73,6500","73,8910","73,1350","","-0,37%"
"12.02.2021","73,5200","73,7100","74,4768","73,4498","","-0,06%"
"11.02.2021","73,5632","73,9063","74,0331","73,5226","","-0,41%"
"10.02.2021","73,8650","73,8965","74,1781","73,6190","","0,09%"
"09.02.2021","73,8010","74,3348","74,4479","73,8330","","-0,61%"
"08.02.2021","74,2511","74,7145","74,8533","74,1370","","-0,40%"
"05.02.2021","74,5520","75,5250","75,8281","74,5163","","-1,12%"
"04.02.2021","75,4002","75,9388","76,1482","75,3040","","-0,57%"
"03.02.2021","75,8360","76,2012","76,4424","75,7017","","-0,40%"
"02.02.2021","76,1370","76,0875","76,3891","75,3100","","0,17%"
"01.02.2021","76,0070","75,8763","76,2726","75,3435","","0,34%"
"29.01.2021","75,7500","76,0000","76,4166","75,2375","","-0,17%"
"28.01.2021","75,8820","75,8488","76,5525","75,6248","","0,22%"
"27.01.2021","75,7173","75,0975","76,0193","74,6993","","0,95%"
"26.01.2021","75,0050","75,3847","75,8400","74,9165","","-0,44%"
"25.01.2021","75,3376","75,3154","75,9088","74,5425","","0,25%"
"22.01.2021","75,1500","73,9125","75,4795","73,7545","","1,91%"
"21.01.2021","73,7425","73,5000","74,2650","73,1725","","0,50%"
"20.01.2021","73,3790","73,8158","74,0279","73,2110","","-0,36%"
"19.01.2021","73,6450","73,9225","74,1608","73,5837","","-0,21%"
"18.01.2021","73,8020","73,5000","74,4722","73,5000","","0,67%"
"15.01.2021","73,3100","73,3423","73,9308","73,1408","","0,26%"
"14.01.2021","73,1196","73,8450","74,1480","73,1088","","-0,84%"
"13.01.2021","73,7375","73,4500","73,9812","73,3618","","0,40%"
"12.01.2021","73,4466","74,7038","74,8620","73,4366","","-1,50%"
"11.01.2021","74,5671","74,0000","75,0412","73,8790","","1,02%"
"08.01.2021","73,8150","74,6998","74,9520","73,8150","","-0,84%"
"07.01.2021","74,4381","73,9230","74,9850","73,5563","","0,99%"
"06.01.2021","73,7075","74,1090","74,3652","73,3824","","-0,54%"
"05.01.2021","74,1100","74,5000","75,2937","73,8334","","-0,23%"
"04.01.2021","74,2810","74,2707","74,6705","73,0611","","0,67%"
"01.01.2021","73,7900","73,9450","73,9450","73,9450","","0,00%"
"31.12.2020","73,7900","74,3908","75,2993","73,7410","","-0,47%"
"30.12.2020","74,1376","74,0030","74,9982","73,3765","","0,37%"
"29.12.2020","73,8610","73,7760","74,2604","73,3695","","0,51%"
"28.12.2020","73,4843","74,2000","74,3730","73,4953","","-0,71%"
"25.12.2020","74,0100","74,0255","74,2566","73,6075","","0,26%"
"24.12.2020","73,8160","75,0020","75,3810","73,8113","","-1,44%"
"23.12.2020","74,8930","75,8855","76,1140","74,7185","","-1,25%"
"22.12.2020","75,8420","74,7050","76,0663","74,5620","","1,72%"
"21.12.2020","74,5580","74,0998","75,5087","73,6779","","1,91%"
"18.12.2020","73,1600","72,9825","73,9263","72,8476","","0,42%"
"17.12.2020","72,8550","73,4513","73,5814","72,6445","","-0,43%"
"16.12.2020","73,1667","73,1420","73,7368","73,0758","","0,45%"
"15.12.2020","72,8381","73,8285","74,2000","73,0091","","-1,10%"
"14.12.2020","73,6456","73,1755","74,0455","72,7838","","1,02%"
"11.12.2020","72,9031","73,1000","73,4410","72,8630","","-0,13%"
"10.12.2020","73,0000","73,6340","74,0001","72,9460","","-0,78%"
"09.12.2020","73,5740","73,4413","74,0875","73,1539","","0,33%"
"08.12.2020","73,3320","73,7440","74,0883","73,0365","","-0,42%"
"07.12.2020","73,6425","74,2495","74,5338","73,2799","","-0,48%"
"04.12.2020","73,9980","74,4825","74,7279","73,7567","","-0,35%"
"03.12.2020","74,2575","75,1239","75,4090","74,2543","","-0,94%"
"02.12.2020","74,9625","75,7938","76,1987","75,0043","","-1,06%"
"01.12.2020","75,7647","76,4500","76,5333","75,5323","","-0,74%"
"30.11.2020","76,3282","76,2495","76,6756","75,7662","","0,69%"
"27.11.2020","75,8050","75,6669","76,3558","75,5736","","0,27%"
"26.11.2020","75,5977","75,5797","75,8593","75,3049","","0,18%"
"25.11.2020","75,4610","75,5238","76,0191","75,3110","","0,10%"
"24.11.2020","75,3850","76,0763","76,2850","75,3440","","-0,87%"
"23.11.2020","76,0450","76,1313","76,6039","75,5686","","-0,01%"
"20.11.2020","76,0500","76,1000","76,5445","75,8338","","-0,01%"
"19.11.2020","76,0600","75,9800","76,6665","75,8569","","0,28%"
"18.11.2020","75,8493","76,2750","76,5734","75,5240","","-0,41%"
"17.11.2020","76,1590","76,3600","76,8035","76,0448","","0,07%"
"16.11.2020","76,1058","77,4000","77,5105","76,0904","","-1,35%"
"13.11.2020","77,1510","77,1706","77,7598","76,9858","","0,08%"
"12.11.2020","77,0860","77,0735","77,8153","76,6200","","0,10%"
"11.11.2020","77,0100","76,5325","77,2302","76,0438","","0,82%"
"10.11.2020","76,3825","76,3610","76,9788","76,0688","","0,15%"
"09.11.2020","76,2690","77,5250","77,7012","75,7445","","-1,23%"
"06.11.2020","77,2190","76,8515","77,9563","76,6436","","0,66%"
"05.11.2020","76,7150","77,5945","78,8263","76,7120","","-0,96%"
"04.11.2020","77,4572","79,1805","79,8620","77,4350","","-1,99%"
"03.11.2020","79,0310","80,5235","80,7492","79,0058","","-1,64%"
"02.11.2020","80,3523","79,4503","80,9965","79,3465","","1,26%"
"30.10.2020","79,3540","78,8825","79,6948","78,6650","","0,75%"
"29.10.2020","78,7620","79,0183","79,6585","78,5822","","-0,17%"
"28.10.2020","78,8968","77,1725","79,3428","77,0391","","2,39%"
"27.10.2020","77,0547","76,4284","77,3572","76,1870","","1,03%"
"26.10.2020","76,2675","76,2262","76,6637","75,9976","","0,22%"
"23.10.2020","76,1000","76,6040","76,9600","76,0834","","-0,37%"
"22.10.2020","76,3837","76,7413","77,6517","76,3666","","-0,26%"
"21.10.2020","76,5813","77,2588","77,4750","76,5590","","-0,73%"
"20.10.2020","77,1420","77,7935","78,1198","77,2110","","-0,42%"
"19.10.2020","77,4660","77,8640","78,1913","77,3953","","-0,35%"
"16.10.2020","77,7380","77,9632","78,5138","77,6911","","-0,11%"
"15.10.2020","77,8200","77,7963","78,5146","77,5144","","0,30%"
"14.10.2020","77,5860","77,0493","77,8650","76,8622","","0,91%"
"13.10.2020","76,8900","77,0218","77,4762","76,7234","","0,15%"
"12.10.2020","76,7736","76,9000","77,3100","76,6884","","0,16%"
"09.10.2020","76,6500","77,4068","77,4707","76,6576","","-0,74%"
"08.10.2020","77,2234","78,0606","78,2458","77,2543","","-0,94%"
"07.10.2020","77,9575","78,4250","78,5364","77,8927","","-0,52%"
"06.10.2020","78,3654","78,1434","78,7058","77,6050","","0,39%"
"05.10.2020","78,0641","78,3350","78,9438","77,8200","","0,00%"
"02.10.2020","78,0610","77,2453","78,8627","76,8790","","1,46%"
"01.10.2020","76,9388","77,6553","77,8530","76,9500","","-0,76%"
"30.09.2020","77,5275","79,0850","79,4613","77,5374","","-1,80%"
"29.09.2020","78,9497","79,0354","80,0213","78,4462","","-0,09%"
"28.09.2020","79,0230","78,0738","79,3333","77,9381","","1,23%"
"25.09.2020","78,0650","77,0774","78,5630","76,6342","","1,60%"
"24.09.2020","76,8339","77,0395","77,5474","76,6425","","-0,20%"
"23.09.2020","76,9890","76,0894","77,1620","75,7898","","1,45%"
"22.09.2020","75,8853","76,2256","76,6846","75,5965","","-0,30%"
"21.09.2020","76,1160","75,8000","76,6600","75,3208","","0,60%"
"18.09.2020","75,6640","75,1219","75,8295","74,7847","","0,98%"
"17.09.2020","74,9296","74,9014","75,4972","74,7218","","0,46%"
"16.09.2020","74,5875","75,0031","75,4607","74,6238","","-0,40%"
"15.09.2020","74,8900","75,3293","75,4855","74,8363","","-0,39%"
"14.09.2020","75,1800","74,9013","75,5470","74,5620","","0,55%"
"11.09.2020","74,7700","75,1508","75,3231","74,7425","","-0,30%"
"10.09.2020","74,9979","75,3049","75,6847","74,6594","","-0,27%"
"09.09.2020","75,2013","76,2272","76,5447","75,2301","","-1,31%"
"08.09.2020","76,1971","75,7645","76,5869","75,5176","","0,78%"
"07.09.2020","75,6047","75,3037","76,2600","75,1893","","0,53%"
"04.09.2020","75,2070","75,2923","75,7143","74,9300","","-0,01%"
"03.09.2020","75,2175","75,4698","75,8945","74,8671","","0,09%"
"02.09.2020","75,1463","73,6909","75,7563","73,4236","","2,45%"
"01.09.2020","73,3486","73,9322","74,0532","73,3555","","-0,62%"
"31.08.2020","73,8085","74,1550","74,6212","73,5975","","-0,26%"
"28.08.2020","74,0020","75,0864","75,2368","73,9862","","-0,94%"
"27.08.2020","74,7025","75,5040","75,7829","74,6995","","-0,99%"
"26.08.2020","75,4490","75,1775","76,0349","75,0766","","0,44%"
"25.08.2020","75,1180","74,7138","75,7716","74,2712","","0,86%"
"24.08.2020","74,4800","74,8159","74,9916","74,1600","","-0,35%"
"21.08.2020","74,7450","73,8439","75,0682","73,6565","","1,33%"
"20.08.2020","73,7653","73,3629","74,1955","73,0585","","0,70%"
